timestamp,bucket_values
2022-05-18T07:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.006, 0.011, 0.022, 0.046, 0.083, 0.149, 0.202, 0.202, 0.148, 0.083, 0.032, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-19T06:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.013, 0.026, 0.029, 0.048, 0.095, 0.181, 0.234, 0.194, 0.114, 0.044, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-20T07:01:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.001, 0.002, 0.005, 0.012, 0.033, 0.058, 0.078, 0.124, 0.172, 0.188, 0.158, 0.104, 0.041, 0.014, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-21T07:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.009, 0.022, 0.037, 0.051, 0.089, 0.16, 0.212, 0.202, 0.126, 0.056, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-21T10:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.005, 0.009, 0.022, 0.037, 0.051, 0.089, 0.16, 0.212, 0.202, 0.126, 0.056, 0.018, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-22T09:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.012, 0.034, 0.078, 0.13, 0.202, 0.245, 0.187, 0.078, 0.02, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-22T14:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-23T08:12:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.008, 0.018, 0.039, 0.093, 0.214, 0.264, 0.219, 0.101, 0.028, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-24T08:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.021, 0.028, 0.04, 0.073, 0.147, 0.192, 0.203, 0.155, 0.087, 0.028, 0.007, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-05-25T08:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.01, 0.022, 0.03, 0.039, 0.057, 0.1, 0.162, 0.19, 0.172, 0.123, 0.063, 0.019, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-26T09:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.009, 0.014, 0.024, 0.045, 0.097, 0.179, 0.232, 0.21, 0.12, 0.041, 0.012, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-27T09:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.012, 0.016, 0.032, 0.05, 0.096, 0.161, 0.197, 0.193, 0.14, 0.066, 0.018, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-28T07:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.018, 0.035, 0.044, 0.064, 0.097, 0.162, 0.223, 0.196, 0.108, 0.031, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-28T09:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.018, 0.035, 0.044, 0.064, 0.097, 0.162, 0.223, 0.196, 0.108, 0.031, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-05-31T08:39:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.012, 0.029, 0.051, 0.098, 0.2, 0.246, 0.188, 0.115, 0.04, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
