timestamp,heart_rate
2022-03-29 21:34:00,58
2022-03-29 21:35:00,59
2022-03-29 21:36:00,67
2022-03-29 21:38:00,83
2022-03-29 21:39:00,77
2022-03-29 21:40:00,59
2022-03-29 21:43:00,54
2022-03-29 21:44:00,57
2022-03-29 21:45:00,56
2022-03-29 21:46:00,57
2022-03-29 21:47:00,58
2022-03-29 21:48:00,60
2022-03-29 21:50:00,58
2022-03-29 21:51:00,61
2022-03-29 21:52:00,60
2022-03-29 21:53:00,58
2022-03-29 21:55:00,59
2022-03-29 21:56:00,65
2022-03-29 21:57:00,76
2022-03-29 21:58:00,72
2022-03-29 21:59:00,70
2022-03-29 22:00:00,68
2022-03-29 22:01:00,73
2022-03-29 22:02:00,69
2022-03-29 22:04:00,65
2022-03-29 22:05:00,63
2022-03-29 22:06:00,73
2022-03-29 22:07:00,81
2022-03-29 22:08:00,78
2022-03-29 22:10:00,73
2022-03-29 22:11:00,75
2022-03-29 22:14:00,76
2022-03-29 22:15:00,74
2022-03-29 22:16:00,76
2022-03-29 22:17:00,75
2022-03-29 22:19:00,76
2022-03-29 22:20:00,81
2022-03-29 22:21:00,79
2022-03-29 22:22:00,77
2022-03-29 22:23:00,94
2022-03-29 22:25:00,100
2022-03-29 22:26:00,98
2022-03-29 22:27:00,97
2022-03-29 22:28:00,103
2022-03-29 22:29:00,99
2022-03-29 22:30:00,96
2022-03-29 22:31:00,95
2022-03-29 22:32:00,84
2022-03-29 22:33:00,95
2022-03-29 22:35:00,89
2022-03-29 22:36:00,73
2022-03-29 22:39:00,74
2022-03-29 22:41:00,78
2022-03-29 22:42:00,78
2022-03-29 22:43:00,73
2022-03-29 22:45:00,76
2022-03-29 22:46:00,75
2022-03-29 22:47:00,72
2022-03-29 22:48:00,68
2022-03-29 22:50:00,67
2022-03-29 22:51:00,69
2022-03-29 22:54:00,73
2022-03-29 22:55:00,69
2022-03-29 22:56:00,75
2022-03-29 22:58:00,71
2022-03-29 22:59:00,69
2022-03-29 23:00:00,68
2022-03-29 23:01:00,70
2022-03-29 23:02:00,71
2022-03-29 23:04:00,70
2022-03-29 23:05:00,69
2022-03-29 23:06:00,68
2022-03-29 23:07:00,67
2022-03-29 23:10:00,72
2022-03-29 23:11:00,74
2022-03-29 23:12:00,69
2022-03-29 23:13:00,71
2022-03-29 23:14:00,69
2022-03-29 23:15:00,67
2022-03-29 23:16:00,68
2022-03-29 23:17:00,66
2022-03-29 23:18:00,63
2022-03-29 23:20:00,64
2022-03-29 23:21:00,63
2022-03-29 23:22:00,64
2022-03-29 23:23:00,63
2022-03-29 23:24:00,62
2022-03-29 23:27:00,61
2022-03-29 23:30:00,59
2022-03-29 23:34:00,58
2022-03-29 23:36:00,59
2022-03-29 23:37:00,58
2022-03-29 23:39:00,57
2022-03-29 23:40:00,58
2022-03-29 23:42:00,57
2022-03-29 23:44:00,56
2022-03-29 23:51:00,55
2022-03-29 23:52:00,56
2022-03-29 23:53:00,55
2022-03-29 23:54:00,56
2022-03-29 23:56:00,55
2022-03-29 23:57:00,56
2022-03-29 23:58:00,57
2022-03-29 23:59:00,56
2022-03-29 23:59:59,58
